Title,Content,Date,Score,Username,Location,Contribution,Travel with,Review of
The highlight of our stay in Hanoi,"We absolutely LOVED our Hanoi street food tour. Our lovely guide, Snow, not only was extremely knowledgeable in Vitname history and cuisine but she also was soo nice, caring and spoke the best english. Took us through to places that we would never stop at but the food was sooo fresh and delicious. And the fact that you walk the streets at night, you also get a sense of the city and locals a bit more. The last stop was our favourite: Egg coffee. Hands down the BEST coffee i've ever had in my life - Snow took us to the original place where they make the best one in the city - we're definitely going back! Thank you so much Snow!","August 29, 2018",5.0,Belinda F,,3,Friends,
Superb food tasting tour with Linh!,"The food was amazing and it is a great way to try lots of Vietnamese dishes - Ngon! Linh is a fantastic tour guide (Ôi giời ôi) and a brilliant teacher!
              

              Highly recommend to do the food tasting tour with Linh.","August 29, 2018",5.0,Big-Clap,"Hanoi, Vietnam",5,Couples,
Street food tour,Was an amazing experience with Mrs Snow and an excellent coffee to end the tour. I really enjoyed every place.,"August 29, 2018",5.0,David F,,2,Friends,
Great Food Tour with Linh!!,We had an excellent time with our tour guide - fantastic food and great company. I highly recommend!,"August 29, 2018",5.0,Elizabeth A,,7,Couples,
Street food tour with Ms Snow,"This was a great tour. Ms snow our tour guide gave us so much information on the history of Hanoi and took us to some great restaurants. We have been in Vietnam for 16 days and this was the best food we have tasted.  We would never have found these restaurants if not for Ms Snow Highly recommend this tour and our guide Ms Snow
              

              Michelle Sullivan","August 27, 2018",5.0,sullo63,"Sydney, Australia",19,,Hanoi Street Food Tour with local delicacies
Great and tasty experience with Linh!,We have had a really tasty and interesting food tour with Linh. We visited a lot of places and tried really nice dishes. A great experience that I recommend to everyone visiting Hanoi,"August 24, 2018",5.0,Alvaro S,"El Castillo de las Guardas, Spain",3,Friends,
Great tour!,A perfect tour with Linh to taste a wide variety of vietnamese food in less known street food places!,"August 24, 2018",5.0,Vicent A,,1,Friends,
Linh the best guide.,"The tour was fantastic, tasty food and the best guide ever.
              

              A lot of street food places you never go.","August 24, 2018",5.0,Jose Miguel C,,1,,Hanoi Street Food Tour with local delicacies
Great tasting tour with Linh!,Incredible tasting tour with linh! She took us to places that we were not able to find for ourselves! Very tasty and a lot of variety! Very recommendable :),"August 24, 2018",5.0,veroniquecb,"Barcelona, Spain",5,Friends,
Great experience of local food and culture!,The tour was a great way to try lots of street foods and tour around the Old Quarter in a small group. Our tour guide Snow was very knowledgeable and we enjoyed learning about Vietnamese culture from her. Definitely recommend!,"August 24, 2018",5.0,Ben S,,6,,Hanoi Street Food Tour with local delicacies
Delicious food and great tour guide!,"Snow was a lovely and perfect tour guide! We had plenty of very good food (almost too much to handle :) ) and received very interesting insights into Vietnamese culture. Defenitely recommended! Thank you Snow for this great experience!!
              
              Best Laura and Florian","August 23, 2018",5.0,Pneumatik,"Berlin, Germany",3,Couples,Hanoi Street Food Tour with local delicacies
Best thing to do to find your bearing around Hanoi,"We had flown in that morning and our hotel booked us on the evening tour. We travelled in August so it was super humid and hot so highly recommend the evening tour. We loved this street tour every spot was different and decilious!!
              
              The next day we knew our way around old quarter and went back to some of our favourites to get lunch.
              
              Highly recommend the egg coffee!","August 19, 2018",5.0,Paula T,,2,Couples,Hanoi Street Food Tour with local delicacies
Great experience,"Excellent food tour with Snow in the old quarter of Hanoi. We tried a total of nine delicious meals at seven places that we could not otherwise have found. Snow was very friendly and knowledgeable, sharing interesting facts about the food and the culture of Vietnam. Highly recommended.","August 17, 2018",5.0,Natali_chris,"Nicosia, Cyprus",6,Friends,
Great food tour with Snow,"We had a fantastic food tour with Snow. We were taken to 7 restaurants and had amazing food in each place. It was a great way to sample both street food and more upscale restaurants. Snow was wonderful- giving us interesting facts about the food and Vietnamese culture. She also taught us some Vietnamese phrases. Would definitely recommend the tour!
              
              Oonagh from London","August 17, 2018",5.0,OonaghD894,"London, UK",6,Couples,
The best thing we did in Hanoi!,"We had eight incredible food stops on this excellent value tour. We never would have found these places to eat otherwise. In Hanoi, there is certainly no correlation between the quality of the decor and the tastiness of the food! Kelly was an excellent guide, and we were lucky to be joined by trainee guide Tiffany, too. The group numbers are kept small (we were 6), so we were able to have really interesting conversations with Kelly not only about food, but about wider life, politics and culture in Vietnam. Overall, highly recommended.","August 17, 2018",5.0,Jonathan M,,2,Couples,Hanoi Street Food Tour with local delicacies
Really great food tour with Snow,"We really enjoyed our food tour and snow was a wonderful host explaining so much about the food and the culture and place. We went to places we never would have been to eat and had really fantastic food. Highlights were the crispy spring rolls fro “mar spring roll” at 21 Hang Be and the egg coffee from Giangs at 39 Nyguen st.
              

              Snow organised everything and the price is all inclusive and very good value.","August 14, 2018",5.0,Richard J,"Henley-on-Thames, UK",72,,Hanoi Street Food Tour with local delicacies
